Type, StartTime, SurvivorSize, UsedMemYGandOG, ResMemOGandSurvior, len
Young, 7241.340,862869,28873912,3479788,0.1144917
Young, 7244.302,794449,28928236,3411943,0.1157877
Young, 7247.241,897760,28860391,3515831,0.1200776
Young, 7250.235,825758,28964279,3444333,0.1263293
Young, 7262.769,845316,28892781,3464394,0.1303526
Young, 7265.386,907251,28912842,3542161,0.1623446
Young, 7268.050,767936,28990609,3404207,0.1236496
Young, 7270.608,862193,28852655,3498992,0.1569428
Young, 7273.241,884821,28947440,3522187,0.1441802
Young, 7275.839,902315,28970635,3540210,0.1252401
Young, 7278.299,907263,28988658,3843461,0.1706087
Young, 7282.146,907249,29291909,3871224,0.1219114
Young, 7284.907,798347,29319672,3762826,0.1093633
Young, 7287.452,907253,29211274,3887651,0.1237930
Young, 7289.981,907247,29336099,3889286,0.1245985
Young, 7304.773,907242,27418606,2988793,0.1554603
Young, 7307.406,907252,28437241,3007834,0.1231069
Young, 7310.851,907245,28456282,3470612,0.2062839
Young, 7313.550,907233,28919060,3625616,0.1609328
Young, 7316.571,850778,29074064,3569161,0.1148021
Young, 7319.069,907253,29017609,3872740,0.1681382
Young, 7322.937,815943,27212938,2580434,0.1190898
Young, 7325.583,907252,28028882,2960967,0.1787806
Young, 7328.291,907239,28409415,3309130,0.2085040
Young, 7332.279,907239,28757578,3483514,0.1582863
Young, 7334.909,907256,28931962,3654187,0.1567670
Young, 7338.810,907247,27202203,2899162,0.1809039
Young, 7341.699,907244,28347610,3224256,0.1837094
Young, 7344.506,907250,28672704,3434046,0.1678855
Young, 7347.140,907248,28882494,3750307,0.1901650
Young, 7360.669,907247,27332981,2895940,0.1512535
Young, 7365.255,907251,28344388,3083856,0.1601714
Young, 7367.939,907245,28532304,3459946,0.1902927
Young, 7370.737,907246,28908394,3866164,0.1918213
Young, 7375.662,902354,27820360,3274267,0.1372871
Young, 7379.644,907232,28722715,3454145,0.1844917
Young, 7382.365,907232,28902593,3860520,0.1943822
Young, 7387.881,907256,27467962,3150394,0.1797738
Young, 7392.141,907245,28598842,3202479,0.1580795
Young, 7396.329,907253,28650927,3464992,0.1784148
Young, 7398.902,907247,28913440,3604914,0.2149388
Young, 7402.742,907242,27166196,2786966,0.1608626
Young, 7406.680,907248,28235414,2939228,0.1537762
Young, 7409.273,907251,28387676,3410255,0.2096173
Young, 7412.020,907247,28858703,3781187,0.1878071
Young, 7416.283,865965,27761669,3179186,0.1456778
Young, 7422.545,907245,28627634,3536850,0.2339036
Young, 7430.978,907256,27546846,3228343,0.1697353
Young, 7438.442,907251,28676791,3881202,0.2488732
Young, 7479.995,907236,27849009,3488358,0.1650728
FULL,7564.013,0,13034036,309062,0.4064751,309062,22665
