Type, StartTime, SurvivorSize, UsedMemYGandOG, ResMemOGandSurvior, len
Young, 5916.566,907254,28268995,2956741,0.1292707
Young, 5920.179,772717,28405189,2822724,0.1212072
Young, 5923.704,907244,28271172,3052139,0.1294772
Young, 5927.246,907242,28500587,3082568,0.1191241
Young, 5930.578,907240,28531016,3179175,0.1351409
Young, 5935.043,907248,28627623,3180047,0.1187522
Young, 5937.733,897220,28628495,3170547,0.1103231
Young, 5941.332,907242,28618995,3309817,0.1333195
Young, 5944.672,907233,28758265,3365776,0.1356215
Young, 5948.187,886133,28814224,3345460,0.1461769
Young, 5951.710,898417,28793908,3358392,0.1360416
Young, 5955.238,884143,28806840,3344990,0.1163593
Young, 5958.672,842439,28793438,3303765,0.1095332
Young, 5962.212,872826,28752213,3334688,0.1154846
Young, 5965.818,867034,28783136,3329457,0.1127685
Young, 5969.332,878608,28777905,3341910,0.1152284
Young, 5972.897,793231,28790358,3257046,0.1050241
Young, 5976.488,907240,28705494,3474631,0.1338026
Young, 5979.957,859512,28923079,3427919,0.1276586
Young, 5983.551,907252,28876367,3670659,0.1515146
Young, 5988.189,907257,29119107,3685543,0.1134483
Young, 5991.282,907235,29133991,3916810,0.1503103
Young, 5994.996,907248,27157053,2798734,0.1708820
Young, 5999.500,887797,28247182,2779282,0.1278878
Young, 6002.375,907250,28227730,2914367,0.1360482
Young, 6005.071,907256,28362815,3041597,0.1429683
Young, 6009.488,907236,28490045,3056209,0.1196192
Young, 6012.199,907243,28504657,3109992,0.1303834
Young, 6015.035,867197,28558440,3069947,0.1279369
Young, 6018.406,823927,28518395,3026676,0.1114916
Young, 6022.588,907252,28475124,3139769,0.1222143
Young, 6025.352,846280,28588217,3078798,0.1312556
Young, 6028.843,907257,28527246,3178390,0.1300560
Young, 6032.314,907254,28626838,3190491,0.1323069
Young, 6035.741,907233,28638939,3231078,0.1256704
Young, 6039.203,838043,28679526,3161888,0.1095139
Young, 6042.734,907260,28610336,3243529,0.1197771
Young, 6046.124,830592,28691977,3214142,0.1145840
Young, 6049.801,907262,28662590,3389244,0.1330210
Young, 6053.166,853137,28837692,3336727,0.1124713
Young, 6056.576,863999,28785175,3349085,0.1128051
Young, 6060.052,907246,28797533,3531500,0.1409458
Young, 6063.585,907246,28979948,3594908,0.1243755
Young, 6066.979,907241,29043356,3727671,0.1399354
Young, 6070.511,790557,29176119,3611803,0.1095963
Young, 6074.115,848131,29060251,3670377,0.1087953
Young, 6077.538,897366,29118825,3720268,0.1195681
Young, 6080.913,907232,29168716,3763470,0.1231263
Young, 6084.396,761352,29211918,3618430,0.1044579
Young, 6087.929,907255,29066878,3787037,0.1184300
Young, 6105.259,907234,27244323,2928933,0.2164860
Young, 6108.214,907235,28377381,3391267,0.2057333
Young, 6112.385,907250,28839715,3742539,0.2120103
Young, 6116.236,907249,27084838,2680207,0.1538372
Young, 6120.706,907247,28128655,2795998,0.1421477
Young, 6123.459,907256,28244446,3027751,0.1709127
Young, 6127.637,907243,28476199,3173521,0.1382478
Young, 6130.803,907263,28621969,3398934,0.1527402
Young, 6135.457,907263,28847382,3501854,0.1328338
Young, 6138.509,907262,28950302,3920813,0.1915918
Young, 6144.737,907248,27288665,3068025,0.1838551
Young, 6147.700,907243,28516473,3489140,0.1962890
Young, 6153.218,907248,28937588,3968166,0.2115960
Young, 6160.317,907235,27370736,3310951,0.2214668
Young, 6164.705,907245,28759399,3831145,0.2129562
Young, 6168.820,907262,27258091,3051033,0.1948274
Young, 6171.651,907261,28499481,3507046,0.2026647
Young, 6177.629,907240,27337540,3090284,0.1822287
Young, 6180.535,907245,28538732,3620375,0.2258980
Young, 6187.201,907252,27457774,3253282,0.1949303
Young, 6191.651,907242,28701730,3758163,0.2161909
Young, 6196.236,907233,27433683,3157340,0.1763730
Young, 6201.967,907233,28605788,3659013,0.2189253
Young, 6208.819,907234,27457986,3227044,0.1841476
Young, 6211.601,907247,28675492,3678473,0.2078994
Young, 6219.426,907241,27753359,3745224,0.2325685
FULL,6226.508,0,17469353,180428,0.2189971,180428,22615
