Type, StartTime, SurvivorSize, UsedMemYGandOG, ResMemOGandSurvior, len
Young, 5868.173,798624,27309928,1895549,0.1148309
Young, 5871.127,907233,27343997,2077502,0.1375178
Young, 5873.771,907235,27525950,2151200,0.1570776
Young, 5876.472,877151,27599648,2121652,0.1285405
Young, 5879.216,844201,27570100,2089214,0.1530653
Young, 5881.939,741994,27537662,1987527,0.1154765
Young, 5884.697,826841,27435975,2072838,0.1126811
Young, 5887.470,791483,27521286,2037992,0.1144092
Young, 5890.180,750313,27486440,1997343,0.1124079
Young, 5892.934,744819,27445791,1992320,0.1089611
Young, 5895.736,804825,27440768,2052823,0.1096193
Young, 5898.584,809616,27501271,2058110,0.1179383
Young, 5901.326,718299,27506558,1967304,0.1016787
Young, 5904.135,771923,27415752,2021432,0.1109479
Young, 5906.937,868682,27469880,2118703,0.1364109
Young, 5909.763,907249,27567151,2380766,0.1669405
Young, 5912.485,907260,27829214,2464242,0.1502472
Young, 5915.254,835684,27912690,2394753,0.1410206
Young, 5917.994,759357,27843201,2318970,0.1053128
Young, 5920.694,805858,27767418,2366007,0.1112002
Young, 5923.420,786531,27814455,2347193,0.1189686
Young, 5926.257,775698,27795641,2336880,0.1094386
Young, 5929.101,769350,27785328,2331083,0.1205211
Young, 5931.909,766061,27779531,2328274,0.1452325
Young, 5934.725,838205,27776722,2400946,0.1299510
Young, 5937.452,775740,27849394,2338970,0.1104845
Young, 5940.163,738943,27787418,2302724,0.1055971
Young, 5942.906,854675,27751172,2418993,0.1187105
Young, 5945.571,907261,27867441,2609722,0.1424757
Young, 5948.343,780107,28058170,2483096,0.1060370
Young, 5951.115,756268,27931544,2460130,0.1098572
Young, 5953.872,763143,27908578,2468269,0.1055168
Young, 5956.622,902871,27916717,2608684,0.1205162
Young, 5959.327,773370,28057132,2479720,0.1071928
Young, 5962.066,733618,27928168,2440455,0.1061066
Young, 5964.800,835172,27888903,2542530,0.1132511
Young, 5967.559,785479,27990978,2493389,0.1272667
Young, 5970.292,817790,27941837,2526228,0.1241494
Young, 5973.099,771320,27974676,2480318,0.1116055
Young, 5975.780,777709,27928766,2487195,0.1083125
Young, 5978.504,907240,27935643,2663518,0.1327507
Young, 5981.248,787497,28111966,2544286,0.1076023
Young, 5984.012,703644,27992734,2460969,0.1040999
Young, 5986.784,797007,27909417,2555445,0.1078208
Young, 5989.570,767765,28003893,2526954,0.1104664
Young, 5992.322,761092,27975402,2520785,0.1038493
Young, 5995.070,791841,27969233,2552031,0.1123979
Young, 5997.750,838124,28000479,2598786,0.1123639
Young, 6000.501,772480,28047234,2533694,0.1109960
Young, 6003.328,808278,27982142,2570028,0.1293574
Young, 6006.106,819878,28018476,2582123,0.1522461
Young, 6008.877,766611,28030571,2529353,0.1405949
Young, 6011.639,820938,27977801,2584183,0.1118011
Young, 6014.324,755567,28032631,2519333,0.1153399
Young, 6016.946,867478,27967781,2631771,0.1216931
Young, 6019.650,835718,28080219,2600835,0.1458201
Young, 6022.344,855804,28049283,2621513,0.1477184
Young, 6025.012,879755,28069961,2646001,0.1388596
Young, 6027.729,907255,28094449,2698757,0.1237150
Young, 6030.517,799322,28147205,2591335,0.1111533
Young, 6033.155,907255,28039783,2700900,0.1190388
Young, 6035.847,741643,28149348,2535889,0.1241738
Young, 6038.586,862601,27984337,2657358,0.1160398
Young, 6041.353,783269,28105806,2578594,0.1313215
Young, 6044.044,757032,28027042,2552878,0.1188308
Young, 6046.764,869787,28001326,2666145,0.1161397
Young, 6049.514,818736,28114593,2615653,0.1131708
Young, 6052.199,793928,28064101,2591389,0.1159249
Young, 6054.852,815927,28039837,2613989,0.1193645
Young, 6057.512,907238,28062437,2825979,0.1411576
Young, 6060.209,781123,28274427,2700344,0.1102280
Young, 6062.906,727548,28148792,2647257,0.1042323
Young, 6065.585,791797,28095705,2712018,0.1091599
Young, 6068.341,789077,28160466,2709995,0.1155462
Young, 6071.044,742767,28158443,2664205,0.1116443
Young, 6073.797,700440,28112653,2622749,0.1131685
Young, 6076.541,848951,28071197,2771804,0.1300816
Young, 6079.231,870514,28220252,2793872,0.1224932
Young, 6081.942,844182,28242320,2768076,0.1216860
Young, 6084.609,867373,28216524,2791867,0.1236320
Young, 6087.308,907259,28240315,3287184,0.2010104
Young, 6090.046,907248,28735632,3857869,0.2247258
Young, 6093.580,907236,27489824,3137101,0.1678889
Young, 6096.196,866261,28585549,3096126,0.1909645
Young, 6098.905,816870,28544574,3046735,0.1266390
Young, 6101.607,901646,28495183,3131510,0.1297860
Young, 6104.224,853938,28579958,3083803,0.1255447
Young, 6106.835,907233,28532251,3157466,0.1330411
Young, 6109.591,907242,28605914,3420227,0.1763537
Young, 6121.384,907251,28868675,3608508,0.1585394
Young, 6124.084,907262,29056956,3643511,0.1369344
Young, 6126.803,907257,29091959,3687386,0.1288971
Young, 6129.437,907243,29135834,4014533,0.1810278
Young, 6132.940,907251,27142007,2853379,0.1748142
Young, 6136.489,907238,28301827,3010782,0.1524502
Young, 6139.269,760323,28459230,2863867,0.1120538
Young, 6141.974,868281,28312315,2971825,0.1253271
Young, 6144.632,907244,28420273,3346700,0.1917278
Young, 6147.350,907256,28795148,3388256,0.1423714
Young, 6150.020,869861,28836704,3350861,0.1264117
Young, 6152.712,907237,28799309,3509821,0.1482048
Young, 6156.275,907232,28958269,4029416,0.2250915
Young, 6160.076,907249,27367197,3381431,0.2394019
Young, 6176.822,907251,27929603,3906590,0.2375082
Young, 6182.004,907239,27851488,3776808,0.2214879
Young, 6187.014,907234,27823642,3477453,0.1786472
Young, 6191.393,907255,27634065,3155560,0.1516779
Young, 6194.105,907249,28604008,3369691,0.1754083
Young, 6196.904,907237,28818139,3619150,0.2221567
Young, 6202.178,781856,27643953,2977362,0.1242763
Young, 6205.887,907255,28425810,3278945,0.1749747
Young, 6208.599,749266,28727393,3120956,0.1189159
Young, 6211.370,837066,28569404,3208756,0.1110054
Young, 6213.965,907263,28657204,3838929,0.2302317
Young, 6219.101,907239,27423303,3347143,0.2258353
Young, 6224.520,907241,27820258,3834979,0.2303748
Young, 6249.031,870819,27199495,2621867,0.1515520
Young, 6252.938,907242,28070315,2905954,0.1980974
Young, 6257.330,907250,28354402,3175850,0.1741128
Young, 6261.144,907247,28624298,3370630,0.1735662
Young, 6263.937,907246,28819078,3643654,0.1776494
Young, 6268.631,756662,27659819,2968033,0.1092424
Young, 6271.281,907262,28416481,3216305,0.1458213
Young, 6275.403,907253,28664753,3625200,0.1972287
Young, 6282.648,907257,27406953,3021075,0.1515020
Young, 6286.607,907240,28469523,3287065,0.1788019
Young, 6289.325,907243,28735513,3593652,0.1941007
Young, 6294.107,907243,27749590,3234585,0.1330949
Young, 6298.003,907239,28683033,3661526,0.1932453
Young, 6302.101,895461,27609074,3056087,0.1462240
Young, 6304.778,907246,28504535,3330736,0.2197427
Young, 6307.492,907245,28779184,3557967,0.1905731
Young, 6312.744,870025,27457010,2878587,0.1764507
Young, 6315.431,907253,28327035,3242295,0.2715714
Young, 6318.303,907256,28690743,3588506,0.1861944
Young, 6327.763,907259,27802103,3591147,0.1811780
Young, 6344.102,907248,27722236,3604149,0.1956230
