
===================================
Domain Marker;critical-jOPS;21221.0
Domain Marker;max-jOPS;84017.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
1183.0;800.0;1700.0;2200.0;2600.0;4600.0;30000.0
2367.0;700.0;1700.0;2500.0;2800.0;4200.0;116000.0
3550.0;700.0;1900.0;2700.0;3000.0;3900.0;93000.0
4733.0;700.0;2100.0;3000.0;3200.0;3900.0;107000.0
5917.0;700.0;2300.0;3300.0;3500.0;4200.0;108000.0
7100.0;700.0;2500.0;3500.0;3800.0;4500.0;118000.0
8283.0;600.0;2700.0;3700.0;4000.0;4900.0;148000.0
9467.0;600.0;2900.0;4000.0;4300.0;5100.0;134000.0
10650.0;700.0;3100.0;4200.0;4500.0;5700.0;124000.0
11833.0;700.0;3300.0;4500.0;4900.0;6000.0;123000.0
13017.0;600.0;3500.0;4800.0;5200.0;6500.0;229000.0
14200.0;600.0;3700.0;5100.0;5400.0;10600.0;133000.0
15383.0;700.0;3900.0;5400.0;5800.0;7300.0;132000.0
16567.0;700.0;4100.0;5700.0;6100.0;24000.0;142000.0
17750.0;600.0;4200.0;5900.0;6300.0;16300.0;144000.0
18933.0;700.0;4500.0;6300.0;6700.0;28000.0;133000.0
20117.0;700.0;4500.0;6400.0;6800.0;24000.0;142000.0
21300.0;700.0;4600.0;6500.0;7000.0;28000.0;139000.0
22483.0;700.0;4600.0;6600.0;7100.0;29000.0;139000.0
23667.0;700.0;4500.0;6600.0;7400.0;97000.0;459000.0
24850.0;700.0;4700.0;6900.0;7800.0;52000.0;143000.0
26033.0;700.0;4700.0;7200.0;8400.0;83000.0;291000.0
27217.0;700.0;4800.0;7400.0;9000.0;101000.0;575000.0
28400.0;700.0;4800.0;7700.0;12300.0;114000.0;283000.0
29583.0;700.0;4900.0;8000.0;10800.0;140000.0;311000.0
30767.0;700.0;5100.0;9700.0;57000.0;212000.0;513000.0
31950.0;700.0;5100.0;21000.0;82000.0;219000.0;525000.0
33134.0;700.0;5400.0;64000.0;132000.0;347000.0;710000.0
34317.0;700.0;5300.0;32000.0;81000.0;191000.0;640000.0
35500.0;700.0;5400.0;56000.0;106000.0;206000.0;389000.0
36684.0;700.0;5500.0;54000.0;101000.0;230000.0;660000.0
37867.0;700.0;5400.0;58000.0;101000.0;189000.0;397000.0
39050.0;700.0;5900.0;84000.0;136000.0;273000.0;593000.0
40234.0;700.0;6100.0;78000.0;119000.0;194000.0;495000.0
41417.0;700.0;8200.0;127000.0;182000.0;524000.0;1100000.0
42600.0;700.0;11700.0;143000.0;216000.0;366000.0;594000.0
43784.0;700.0;12400.0;131000.0;177000.0;267000.0;486000.0
44967.0;700.0;34000.0;168000.0;234000.0;402000.0;910000.0
46150.0;700.0;38000.0;215000.0;303000.0;740000.0;1300000.0
47334.0;700.0;62000.0;261000.0;362000.0;1200000.0;2700000.0
48517.0;600.0;35000.0;175000.0;242000.0;368000.0;750000.0
49700.0;700.0;62000.0;240000.0;332000.0;571000.0;1300000.0
50884.0;700.0;71000.0;255000.0;383000.0;1400000.0;2400000.0
52067.0;700.0;82000.0;261000.0;357000.0;670000.0;1300000.0
53250.0;700.0;93000.0;301000.0;392000.0;740000.0;1500000.0
54434.0;700.0;105000.0;314000.0;414000.0;740000.0;1900000.0
55617.0;700.0;137000.0;360000.0;460000.0;830000.0;1700000.0
56800.0;700.0;124000.0;322000.0;389000.0;550000.0;1100000.0
57984.0;800.0;174000.0;341000.0;400000.0;514000.0;850000.0
59167.0;700.0;162000.0;351000.0;428000.0;800000.0;1700000.0
60350.0;800.0;219000.0;457000.0;575000.0;1100000.0;1900000.0
61534.0;800.0;257000.0;510000.0;630000.0;950000.0;2000000.0
62717.0;800.0;212000.0;490000.0;630000.0;980000.0;2600000.0
63900.0;800.0;242000.0;437000.0;500000.0;630000.0;1200000.0
65084.0;800.0;220000.0;403000.0;455000.0;568000.0;980000.0
66267.0;800.0;261000.0;522000.0;680000.0;1100000.0;1900000.0
67450.0;800.0;277000.0;509000.0;591000.0;980000.0;1800000.0
68634.0;1400.0;294000.0;556000.0;700000.0;1200000.0;2200000.0
69817.0;1200.0;307000.0;560000.0;700000.0;1300000.0;2000000.0
71000.0;900.0;297000.0;523000.0;620000.0;810000.0;1500000.0
72184.0;10900.0;320000.0;533000.0;610000.0;860000.0;2000000.0
73367.0;9000.0;349000.0;579000.0;670000.0;1100000.0;2300000.0
74550.0;1300.0;328000.0;566000.0;660000.0;930000.0;1900000.0
75734.0;7400.0;361000.0;592000.0;720000.0;1300000.0;2900000.0
76917.0;13600.0;335000.0;535000.0;588000.0;700000.0;1600000.0
78100.0;6400.0;366000.0;561000.0;620000.0;740000.0;1400000.0
79284.0;9900.0;397000.0;640000.0;780000.0;1200000.0;2200000.0
80467.0;2800.0;355000.0;620000.0;710000.0;1100000.0;2100000.0
81650.0;8800.0;370000.0;700000.0;960000.0;1400000.0;2600000.0
82834.0;5000.0;374000.0;710000.0;940000.0;1600000.0;3300000.0
84017.0;15600.0;930000.0;2900000.0;3900000.0;5800000.0;1.2E7
85200.0;264000.0;9800000.0;6.0E7;6.0E7;6.0E7;6.0E7
86384.0;4.3E7;4.3E7;4.3E7;4.3E7;4.3E7;6.0E7
87567.0;6.0E7;6.0E7;6.0E7;6.0E7;6.0E7;6.0E7
88750.0;5.9E7;5.9E7;5.9E7;5.9E7;5.9E7;6.0E7
